#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     NCPROPERTIES                    version=1|netcdflibversion=4.6.1|hdf5libversion=1.10.2
#     CONVENTIONS                     ACDD-1.3, Spase v2.2.6
#     TITLE                           GOES I-S (G08-G17) L2 Magnetometer (MAG) Geomagnetic Field 2 Hz Product with                          
#                                      Complete Coordinate Frames                                                                            
#     ID                              
#     TEXT                            Magnetometer high-resolution data for the GOES-8 through GOES-17, (GOES I-M,                          
#                                      GOES-NOP and GOES-R series of 10 spacecraft). The GOES MAG subsystem consists                         
#                                      of fluxgate magnetometer instruments monitoring three orthogonal components                           
#                                      of the geomagnetic field at geosynchronous orbit (L = 6.6) with high resolution                       
#                                      sampling rate (G8-15: 2 Hz and G16-17: 10 Hz). The NetCDF product files include                       
#                                      the magnetometer observations from the instrument(s) in several coordinate                            
#                                      systems, and the satellite location calculated using a standard SGP/SDP orbit                         
#                                      propagator. The field measurements are provided as B field vectors in the ECI                         
#                                      (Earth-centered inertial), EPN (earthward, poleward, normal/eastward), GSE                            
#                                      (geocentric solar ecliptic), GSM(geocentric solar magnetospheric) and VDH (dipole                     
#                                      aligned) coordinate systems. For comprehensive documentation including caveats                        
#                                      and usage recommendations, please consult the GOES magnetometer User's Guide                          
#                                      at NCEI.                                                                                              
#     MODS                            SPDF added to master VAR_TYPE, Mission_group, Instrument_type and use of mapping                      
#                                      file to map attributes to ISTP equivalents                                                            
#                                     Also need to add Logical_source, Logical_source_description, Source_name and                          
#                                      virtual variable Epoch and time_base variable.                                                        
#                                     Also need to add FORMAT, VAR_NOTES, LABLAXIS, LABL_PTR_1, DISPLAY_TYPE variable                       
#                                      attributes and values                                                                                 
#                                     Also added validmin and max values for the b_quality variable
#     MISSION_GROUP                   GOES
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     LOGICAL_SOURCE                  goes-16_magn-l2-hires_dn
#     LOGICAL_SOURCE_DESCRIPTION      GOES-16 Magnetometer L2
#     SOURCE_NAME                     GOES-16
#                                     NumericalData.ObservedRegion.Earth.Magnetosphere, NumericalData.MeasurementType.MagneticField         
#     KEYWORDS_VOCABULARY             Spase v2.2.6
#     NAMING_AUTHORITY                gov.nesdis.noaa
#     HISTORY                         
#     SOURCE                          GOES-I through GOES-S Magnetometer L2
#     PROCESSING_LEVEL                Level 2
#     PROCESSING_LEVEL_DESCRIPTION    Derived products
#     LICENSE                         These data may be redistributed and used without restriction.
#     ACKNOWLEDGMENT                  Several organizations and persons contributed substantially to the development                        
#                                      and continued improvement of this product. Institutional contributions include                        
#                                      NOAA/NESDIS/NCEI via the NOAA Big Earth Data Initiative (BEDI), NOAA/NWS/SWPC,                        
#                                      CU/CIRES, LANL (SpacePy), NASA-GSFC, MIL-LL. Individuals making important contributions               
#                                      include H.J. Singer, L. Matheson, A. Newman, M. Tilton, A. Abdelqader, A. Boudouridis,                
#                                      T.P. Loto'aniu, R.J. Redmon, A.A. Pacini.                                                             
#     METADATA_LINK                   https://spdf.gsfc.nasa.gov/pub/data/goes/GOES-8-onwards_magnetometer_readme.pdf
#     DATE_CREATED                    
#     PI_NAME                         Rob Redmon, Paul Loto'aniu, Howard Singer
#     CREATOR_TYPE                    person
#     PI_AFFILIATION                  DOC/NOAA/NCEI and DOC/NOAA/NWS/SWPC respectively
#     CREATOR_EMAIL                   goes.swx.info@noaa.gov
#     CREATOR_URL                     https://www.ncei.noaa.gov/
#     INSTITUTION                     DOC/NOAA/NESDIS> U.S. Department of Commerce, National Oceanic and Atmospheric                        
#                                      Administration, National Environmental Satellite, Data, and Information Services                      
#     PUBLISHER_NAME                  National Centers for Environmental Information
#     PUBLISHER_TYPE                  institution
#     PUBLISHER_INSTITUTION           DOC/NOAA/NESDIS/NCEI
#     PUBLISHER_EMAIL                 goes.swx.info@noaa.gov
#     PUBLISHER_URL                   https://www.ncei.noaa.gov/
#     REFERENCES                      MAGNETOMETER CONVERT DATA TO ALTERNATE GEOPHYSICAL COORDINATE SYSTEMS ALGORITHM                       
#                                      THEORETICAL BASIS DOCUMENT Version 1.3                                                                
#     INSTRUMENT                      GOES I-M, GOES-NOP, GOES-R Series Magnetometer (MAG)
#     INSTRUMENT_ID                   
#     ORBITAL_SLOT                    
#     PROGRAM                         Geostationary Operational Environmental Satellite, GOES-I through GOES-S
#     PROJECT                         Geostationary Operational Environmental Satellite I-M, NOP and R-Series Solar                         
#                                      Terrestrial Physics at NCEI                                                                           
#     L1B_SYSTEM_ENVIRONMENT          
#     L1B_PRODUCTION_SITE             
#     TIME_COVERAGE_RESOLUTION        
#     PROCESSING_PARAMETERS_FILE      
#     ALGORITHM                       GOES MAG Unified
#     ALGORITHM_DATE                  
#     RECORDS_MAXIMUM                 
#     RECORDS_PRESENT                 
#     RECORDS_DATA                    
#     RECORDS_FILL                    
#     RECORDS_MISSING                 
#     ALGORITHM_PARAMETERS            
#     INPUT_SYSTEM_ENVIRONMENTS       
#     INPUT_FILES_FIRST               
#     INPUT_FILES_LAST                
#     INPUT_FILES_TOTAL               
#     PLATFORM                        G16
#     TIME_COVERAGE_DURATION          P1.0D
#     TIME_COVERAGE_START             
#     TIME_COVERAGE_END               
#     ALGORITHM_VERSION               
#     ORBIT_METHOD                    SGP4-PROPAGATED
#     ORBIT_METHOD_TIME               
#     NC_KIND                         netCDF-4
#     NC_DIMENSIONS_G                 time=UNLIMITED
#                                     time_orbit=UNLIMITED
#                                     coordinate=3
#     LINK_TEXT                       GOES Magnetometer CDAWeb
#     LINK_TITLE                      readme
#     HTTP_LINK                       https://spdf.gsfc.nasa.gov/pub/data/goes/GOES-8-onwards_magnetometer_readme.pdf
#     SPASE_DATASETRESOURCEID         
#     DOI                             
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. time_inboard
#       NOTES:  Seconds since the J2K epoch - added by SPDF
#  2. Magnetic field in Geocentric Solar Ecliptic (GSE) coordinates (x, y, z)
#
UT                                       X_GSE                  Y_GSE                  Z_GSE
                                        (@_0_)                 (@_1_)                 (@_2_)
dd-mm-yyyy hh:mm:ss.ms                    [nT]                   [nT]                   [nT]
21-01-2022 00:00:00.000               -27.5756               -13.2362                102.053
21-01-2022 00:00:00.100               -27.5435               -13.2110                102.076
21-01-2022 00:00:00.200               -27.5542               -13.2194                102.069
21-01-2022 00:00:00.300               -27.5435               -13.2110                102.076
21-01-2022 00:00:00.400               -27.5144               -13.1998                102.019
21-01-2022 00:00:00.500               -27.5239               -13.2113                102.047
21-01-2022 00:00:00.600               -27.5333               -13.2228                102.075
21-01-2022 00:00:00.700               -27.5435               -13.2110                102.076
21-01-2022 00:00:00.800               -27.5643               -13.2075                102.070
21-01-2022 00:00:00.900               -27.5846               -13.1839                102.074
21-01-2022 00:00:01.000               -27.5518               -13.2187                102.069
21-01-2022 00:00:01.100               -27.5363               -13.2045                102.063
21-01-2022 00:00:01.200               -27.5470               -13.2129                102.056
21-01-2022 00:00:01.300               -27.5363               -13.2045                102.063
21-01-2022 00:00:01.400               -27.5303               -13.2018                102.085
21-01-2022 00:00:01.500               -27.6722               -13.0362                102.110
21-01-2022 00:00:01.600               -27.6120               -13.1275                102.089
21-01-2022 00:00:01.700               -27.5309               -13.2221                102.075
21-01-2022 00:00:01.800               -27.5315               -13.2423                102.066
21-01-2022 00:00:01.900               -27.5732               -13.2355                102.054
21-01-2022 00:00:02.000               -27.6136               -13.2685                102.023
21-01-2022 00:00:02.100               -27.6190               -13.2509                102.011
21-01-2022 00:00:02.200               -27.5392               -13.2298                102.068
21-01-2022 00:00:02.300               -27.5284               -13.2214                102.076
21-01-2022 00:00:02.400               -27.5177               -13.2130                102.084
21-01-2022 00:00:02.500               -27.5279               -13.2011                102.086
21-01-2022 00:00:02.600               -27.6095               -13.1268                102.090
21-01-2022 00:00:02.700               -27.5696               -13.1943                102.074
21-01-2022 00:00:02.800               -27.5600               -13.2264                102.062
21-01-2022 00:00:02.900               -27.5279               -13.2011                102.086
21-01-2022 00:00:03.001               -27.5153               -13.2122                102.085
21-01-2022 00:00:03.100               -27.4849               -13.2477                102.079
21-01-2022 00:00:03.200               -27.5379               -13.2696                102.050
21-01-2022 00:00:03.300               -27.6433               -13.2930                102.001
21-01-2022 00:00:03.400               -27.5576               -13.2256                102.063
21-01-2022 00:00:03.500               -27.5469               -13.2172                102.071
21-01-2022 00:00:03.600               -27.5367               -13.2291                102.069
21-01-2022 00:00:03.700               -27.5367               -13.2291                102.069
21-01-2022 00:00:03.800               -27.5254               -13.2004                102.086
21-01-2022 00:00:03.900               -27.6120               -13.0882                102.088
21-01-2022 00:00:04.000               -27.5229               -13.1996                102.087
21-01-2022 00:00:04.100               -27.4919               -13.2148                102.091
21-01-2022 00:00:04.200               -27.4699               -13.1777                102.117
21-01-2022 00:00:04.300               -27.4908               -13.1743                102.110
21-01-2022 00:00:04.400               -27.5289               -13.2023                102.066
21-01-2022 00:00:04.500               -27.5747               -13.1810                102.077
21-01-2022 00:00:04.600               -27.5207               -13.1877                102.003
21-01-2022 00:00:04.700               -27.4852               -13.1536                101.977
21-01-2022 00:00:04.800               -27.4750               -13.1654                101.975
21-01-2022 00:00:04.900               -27.4750               -13.1654                101.975
21-01-2022 00:00:05.000               -27.4820               -13.1762                102.003
21-01-2022 00:00:05.100               -27.4827               -13.1528                101.977
21-01-2022 00:00:05.200               -27.5075               -13.1785                102.011
21-01-2022 00:00:05.300               -27.5028               -13.1727                101.997
21-01-2022 00:00:05.400               -27.5163               -13.2133                102.065
21-01-2022 00:00:05.500               -27.5110               -13.1873                102.060
21-01-2022 00:00:05.600               -27.5157               -13.1931                102.074
21-01-2022 00:00:05.700               -27.5264               -13.2015                102.066
21-01-2022 00:00:05.800               -27.5217               -13.1958                102.053
21-01-2022 00:00:05.900               -27.4577               -13.1707                101.960
21-01-2022 00:00:06.000               -27.4146               -13.2173                101.954
21-01-2022 00:00:06.100               -27.4491               -13.1674                101.982
21-01-2022 00:00:06.200               -27.5024               -13.1840                102.083
21-01-2022 00:00:06.300               -27.5191               -13.1951                102.053
21-01-2022 00:00:06.400               -27.5798               -13.1677                102.080
21-01-2022 00:00:06.500               -27.5387               -13.1948                102.083
21-01-2022 00:00:06.600               -27.5030               -13.2042                102.073
21-01-2022 00:00:06.700               -27.4891               -13.2944                102.055
21-01-2022 00:00:06.800               -27.5143               -13.2329                102.056
21-01-2022 00:00:06.900               -27.5393               -13.2150                102.073
21-01-2022 00:00:07.000               -27.6003               -13.0501                101.981
21-01-2022 00:00:07.100               -27.5866               -13.0966                101.946
21-01-2022 00:00:07.200               -27.4942               -13.1625                101.950
21-01-2022 00:00:07.300               -27.4685               -13.2038                101.958
21-01-2022 00:00:07.400               -27.5320               -13.2086                102.060
21-01-2022 00:00:07.500               -27.5260               -13.2059                102.082
21-01-2022 00:00:07.600               -27.5868               -13.1350                102.092
21-01-2022 00:00:07.700               -27.4971               -13.1511                102.008
21-01-2022 00:00:07.800               -27.4882               -13.1599                101.971
21-01-2022 00:00:07.900               -27.5304               -13.2169                101.966
21-01-2022 00:00:08.001               -27.5037               -13.2491                102.069
21-01-2022 00:00:08.100               -27.5341               -13.2136                102.075
21-01-2022 00:00:08.200               -27.6004               -13.1251                102.073
21-01-2022 00:00:08.300               -27.5428               -13.1666                101.966
21-01-2022 00:00:08.400               -27.6151               -13.2753                101.999
21-01-2022 00:00:08.500               -27.6258               -13.2837                101.991
21-01-2022 00:00:08.600               -27.6305               -13.2895                102.005
21-01-2022 00:00:08.700               -27.5877               -13.2558                102.036
21-01-2022 00:00:08.800               -27.6062               -13.1714                102.068
21-01-2022 00:00:08.900               -27.6104               -13.2695                101.985
21-01-2022 00:00:09.000               -27.5805               -13.2493                102.023
21-01-2022 00:00:09.100               -27.5210               -13.2045                102.083
21-01-2022 00:00:09.200               -27.5103               -13.1960                102.091
21-01-2022 00:00:09.300               -27.5317               -13.2129                102.076
21-01-2022 00:00:09.400               -27.5638               -13.2382                102.052
21-01-2022 00:00:09.500               -27.5424               -13.2213                102.068
21-01-2022 00:00:09.600               -27.5852               -13.2550                102.037
21-01-2022 00:00:09.700               -27.5317               -13.2129                102.076
21-01-2022 00:00:09.800               -27.5215               -13.2247                102.074
21-01-2022 00:00:09.900               -27.5317               -13.2129                102.076
